species,prefix,scope,status,evidence,notes
Papio anubis,Paan,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9555; designation=Paan
Papio cynocephalus,Pacy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9556; designation=Pacy
Papio hamadryas,Paha,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9557; designation=Paha
Papio papio,Papp,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=100937; designation=Papp
Papio ursinus,Paur,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=36229; designation=Paur
Parachondrostoma toxostoma,Pato,exact,external_database,https://rest.uniprot.org/uniprotkb/S6DEV2;https://rest.uniprot.org/uniprotkb/S6DEV4;https://rest.uniprot.org/uniprotkb/S6DEW3,attested in the retained source label for S6DEV2;S6DEV4;S6DEW3
Parachondrostoma toxostoma,Pctn,exact,external_database,https://rest.uniprot.org/uniprotkb/S6DEV6;https://rest.uniprot.org/uniprotkb/S6DEV9;https://rest.uniprot.org/uniprotkb/S6DEX3,attested in the retained source label for S6DEV6;S6DEV9;S6DEX3
Paralichthys olivaceus,Paol,exact,external_database,https://rest.uniprot.org/uniprotkb/Q52N63;https://rest.uniprot.org/uniprotkb/A0A076E791;https://rest.uniprot.org/uniprotkb/A0A076E8V8,attested in the retained source label for Q52N63;A0A076E791;A0A076E8V8
Passer domesticus,Pado,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZZ4;https://rest.uniprot.org/uniprotkb/A0A0S2N016;https://rest.uniprot.org/uniprotkb/A0A1Y0B6I8,attested in the retained source label for A0A0S2MZZ4;A0A0S2N016;A0A1Y0B6I8
Passer hispaniolensis,Pahi,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZY6;https://rest.uniprot.org/uniprotkb/A0A0S2MZY9;https://rest.uniprot.org/uniprotkb/A0A0S2MZZ1,attested in the retained source label for A0A0S2MZY6;A0A0S2MZY9;A0A0S2MZZ1
Passer montanus,Pamo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZT7;https://rest.uniprot.org/uniprotkb/A0A0S2MZV5;https://rest.uniprot.org/uniprotkb/A0A0S2MZV9,attested in the retained source label for A0A0S2MZT7;A0A0S2MZV5;A0A0S2MZV9
Pelodiscus sinensis,Trsi,exact,external_database,https://rest.uniprot.org/uniprotkb/Q6BCB6,attested in the retained source label for Q6BCB6
Pelophylax nigromaculatus,Peni,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A2H4PSK8;https://rest.uniprot.org/uniprotkb/A0A2H4PSK9;https://rest.uniprot.org/uniprotkb/A0A2H4PSL0,attested in the retained source label for A0A2H4PSK8;A0A2H4PSK9;A0A2H4PSL0
Perdix perdix,Pepe,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1S6Q3S2;https://rest.uniprot.org/uniprotkb/A0A1S6Q3S3;https://rest.uniprot.org/uniprotkb/A0A1S6Q3S4,attested in the retained source label for A0A1S6Q3S2;A0A1S6Q3S3;A0A1S6Q3S4
Phacochoerus africanus,Phaf,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Suids; taxon=41426; designation=Phaf
Phascolarctos cinereus,Phci,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0U4G588;https://rest.uniprot.org/uniprotkb/A0A0U3R895;https://rest.uniprot.org/uniprotkb/A0A0U3YU95,attested in the retained source label for A0A0U4G588;A0A0U3R895;A0A0U3YU95
Phocoena phocoena,Phph,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9742; designation=Phph(Phph)
Phocoena sinus,Phsi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=42100; designation=Phsi
Phylloscopus collybita,Phco,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZ16;https://rest.uniprot.org/uniprotkb/A0A0S2MZ28;https://rest.uniprot.org/uniprotkb/A0A0S2MZ30,attested in the retained source label for A0A0S2MZ16;A0A0S2MZ28;A0A0S2MZ30
Phylloscopus trochilus,Phtr,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZB9;https://rest.uniprot.org/uniprotkb/A0A0S2MZC5;https://rest.uniprot.org/uniprotkb/A0A0S2MZC6,attested in the retained source label for A0A0S2MZB9;A0A0S2MZC5;A0A0S2MZC6
Pithecia pithecia,Pipi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=43777; designation=Pipi
Poecilia reticulata,Pore,exact,external_database,https://rest.uniprot.org/uniprotkb/O77958,attested in the retained source label for O77958
Polyodon spathula,Posp,exact,external_database,https://rest.uniprot.org/uniprotkb/E0X5L7;https://rest.uniprot.org/uniprotkb/E0X5L8;https://rest.uniprot.org/uniprotkb/E0X5L9,attested in the retained source label for E0X5L7;E0X5L8;E0X5L9
Polypedates megacephalus,Pome,exact,external_database,https://rest.uniprot.org/uniprotkb/R9UQ24;https://rest.uniprot.org/uniprotkb/R9UQ59;https://rest.uniprot.org/uniprotkb/R9URK4,attested in the retained source label for R9UQ24;R9UQ59;R9URK4
Pongo abelii,Poab,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9601; designation=Poab
Pongo pygmaeus,Popy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9600; designation=Popy
Pongo pygmaeus,OrLA,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Psophia crepitans,Pscr,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0P0UVS2;https://rest.uniprot.org/uniprotkb/A0A0P0UWD4,attested in the retained source label for A0A0P0UVS2;A0A0P0UWD4
Pteropus alecto,Ptal,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A125R585,attested in the retained source label for A0A125R585
Rana japonica,RAJA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1S5RAP3;https://rest.uniprot.org/uniprotkb/A0A1S5RAP4;https://rest.uniprot.org/uniprotkb/A0A1S5RAP6,attested in the retained source label for A0A1S5RAP3;A0A1S5RAP4;A0A1S5RAP6
Rana ornativentris,RAJA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1S5RAU7;https://rest.uniprot.org/uniprotkb/A0A1S5RAU8;https://rest.uniprot.org/uniprotkb/A0A1S5RAU9,attested in the retained source label for A0A1S5RAU7;A0A1S5RAU8;A0A1S5RAU9
Rana tagoi,RAJA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1S5RAW9;https://rest.uniprot.org/uniprotkb/A0A1S5RAX4;https://rest.uniprot.org/uniprotkb/A0A1S5RAX5,attested in the retained source label for A0A1S5RAW9;A0A1S5RAX4;A0A1S5RAX5
Rattus,RT1,genus,formal_system,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,
Rattus norvegicus,Rano,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Murids; taxon=10116; designation=Rano
Rattus norvegicus,RT1,exact,formal_system,https://www.ebi.ac.uk/ipd/mhc/,source established by the cited registry or literature
Rattus norvegicus,Ag-B,exact,literature_historical,https://doi.org/10.1016/S0026-0495(83)80010-9,
Rattus norvegicus,AgB,exact,literature_historical,https://doi.org/10.1016/S0026-0495(83)80010-9,
Rattus norvegicus,H-1,exact,literature_historical,https://doi.org/10.1016/S0026-0495(83)80010-9,
Rattus norvegicus,R-1,exact,literature_historical,https://doi.org/10.1016/S0026-0495(83)80010-9,
Rattus norvegicus,RtH-1,exact,literature_historical,https://doi.org/10.1016/S0026-0495(83)80010-9,
Rattus rattus,Rara,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Murids; taxon=10117; designation=Rara
Rhinella marina,Rhma,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A141QRY0;https://rest.uniprot.org/uniprotkb/A0A141QRY1;https://rest.uniprot.org/uniprotkb/A0A141QRY2,attested in the retained source label for A0A141QRY0;A0A141QRY1;A0A141QRY2
Rhinopithecus roxellana,Rhro,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=61622; designation=Rhro
Rhodeus ocellatus,Rhoc,exact,external_database,https://rest.uniprot.org/uniprotkb/D2XBF1;https://rest.uniprot.org/uniprotkb/D2XBF2;https://rest.uniprot.org/uniprotkb/D2XBF3,attested in the retained source label for D2XBF1;D2XBF2;D2XBF3
Rutilus rutilus,Arbr,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A8E5GK27;https://rest.uniprot.org/uniprotkb/A0A8E5GK42;https://rest.uniprot.org/uniprotkb/A0A8E5GK55,attested in the retained source label for A0A8E5GK27;A0A8E5GK42;A0A8E5GK55
Rutilus rutilus,Ruru,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A8E5GK19;https://rest.uniprot.org/uniprotkb/A0A8E5GK36;https://rest.uniprot.org/uniprotkb/A0A8E5GK37,attested in the retained source label for A0A8E5GK19;A0A8E5GK36;A0A8E5GK37
Saccopteryx bilineata,Sabi,exact,external_database,https://rest.uniprot.org/uniprotkb/H9U5R0;https://rest.uniprot.org/uniprotkb/H9U5R1;https://rest.uniprot.org/uniprotkb/H9U5R2,attested in the retained source label for H9U5R0;H9U5R1;H9U5R2
Saguinus fuscicollis,Safu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9487; designation=Safu
Saguinus geoffroyi,Sage,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=43778; designation=Sage
Saguinus labiatus,Sala,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=78454; designation=Sala
Saguinus mystax,Samy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9488; designation=Samy
Saguinus oedipus,Saoe,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9490; designation=Saoe
Saimiri sciureus,Sasc,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9521; designation=Sasc
Salmo salar,Sasa,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Salmonids; taxon=8030; designation=Sasa
Salmo trutta,Satr,exact,external_database,https://rest.uniprot.org/uniprotkb/Q9GJJ3;https://rest.uniprot.org/uniprotkb/Q9GJJ4;https://rest.uniprot.org/uniprotkb/Q9GJJ5,attested in the retained source label for Q9GJJ3;Q9GJJ4;Q9GJJ5
Salvelinus alpinus,SAAL,exact,external_database,https://rest.uniprot.org/uniprotkb/D3U6E9;https://rest.uniprot.org/uniprotkb/D3U6F0;https://rest.uniprot.org/uniprotkb/D3U6F1,attested in the retained source label for D3U6E9;D3U6F0;D3U6F1
Salvelinus fontinalis,Safo,exact,external_database,https://rest.uniprot.org/uniprotkb/B3FW09;https://rest.uniprot.org/uniprotkb/B3FW10;https://rest.uniprot.org/uniprotkb/B3FW11,attested in the retained source label for B3FW09;B3FW10;B3FW11
Salvelinus malma,Sama,exact,external_database,https://rest.uniprot.org/uniprotkb/E1U2E0;https://rest.uniprot.org/uniprotkb/E1U2E1;https://rest.uniprot.org/uniprotkb/E1U2E2,attested in the retained source label for E1U2E0;E1U2E1;E1U2E2
Sapajus apella macrocephalus,Sama,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=1547595; designation=Sama
