species,legacy_prefix,status,row_count,source_attested_row_count,evidence,example_accessions,example_source_labels
Ctenopharyngodon idella,Ctid,external_uniprot_label,126,110,https://rest.uniprot.org/uniprotkb/A0A6B9LQW5;https://rest.uniprot.org/uniprotkb/A0A6B9LQX2;https://rest.uniprot.org/uniprotkb/A0A6B9LR26,A0A6B9LQW5;A0A6B9LQX2;A0A6B9LR26,Ctid-UBA MHC class I antigen;Ctid-UAA MHC class I antigen;Ctid-DAB MHC class II antigen
Ctenophorus decresii,Ctde,external_uniprot_label,8,8,https://rest.uniprot.org/uniprotkb/A0A2P1A4H2;https://rest.uniprot.org/uniprotkb/A0A2P9JZP2;https://rest.uniprot.org/uniprotkb/A0A2P9JZP3,A0A2P1A4H2;A0A2P9JZP2;A0A2P9JZP3,Ctde-UA MHC class I antigen
Ctenosaura clarki,Ctcl,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/B5LN07,B5LN07,Ctcl-UA MHC class I antigen
Cyanistes caeruleus,Cyca,external_uniprot_label,11,11,https://rest.uniprot.org/uniprotkb/A0A0S2MZR1;https://rest.uniprot.org/uniprotkb/A0A0S2MZR8;https://rest.uniprot.org/uniprotkb/A0A0S2MZS2,A0A0S2MZR1;A0A0S2MZR8;A0A0S2MZS2,Cyca-UA MHC class I antigen
Cyanistes caeruleus,paca,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/Q2A642;https://rest.uniprot.org/uniprotkb/Q2A643;https://rest.uniprot.org/uniprotkb/Q2A644,Q2A642;Q2A643;Q2A644,paca-UA MHC class I antigen
Cyclura carinata,Cyca,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/B5LN10,B5LN10,Cyca-UA MHC class I antigen
Cyclura cornuta,Cyco,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/B5LN09,B5LN09,Cyco-UA MHC class I antigen
Cyclura rileyi,Cyri,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/B5LN08,B5LN08,Cyri-UA MHC class I antigen
Cynoglossus semilaevis,Cyse,external_uniprot_label,415,415,https://rest.uniprot.org/uniprotkb/D2CZH6;https://rest.uniprot.org/uniprotkb/F8QMU2;https://rest.uniprot.org/uniprotkb/G9BDC2,D2CZH6;F8QMU2;G9BDC2,Cyse-DAB2 Cyse-DAB Cyse-DBB MHC class II antigen beta (MHC class IIB antigen);Cyse-DAA MHC class II antigen alpha;Cyse-DBA MHC class II antigen alpha
Cyprinus carpio,CyCa,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/W5RSK9;https://rest.uniprot.org/uniprotkb/W5RSL1;https://rest.uniprot.org/uniprotkb/W5RSL2,W5RSK9;W5RSL1;W5RSL2,CyCa-DXA MHC class II alpha chain
Cyprinus carpio,Cyca,external_uniprot_label,237,231,https://rest.uniprot.org/uniprotkb/Q31387;https://rest.uniprot.org/uniprotkb/A0A059T1N7;https://rest.uniprot.org/uniprotkb/A0A059T1N8,Q31387;A0A059T1N7;A0A059T1N8,Cyca-UA1*01 MHC class I protein;Cyca-DXA27 MHC class II alpha chain;Cyca-DXA32 MHC class II alpha chain
Cyprinus carpio,cyca,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/Q8MGT7;https://rest.uniprot.org/uniprotkb/Q8MGT8,Q8MGT7;Q8MGT8,cyca-ZE*0101 MHC class I antigen
Danio rerio,Brre,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/Q31357,Q31357,MHC Brre-DCB Major histocompatibility class II protein
Desmodus rotundus,Dero,external_uniprot_label,30,30,https://rest.uniprot.org/uniprotkb/A0A1I9VYB6;https://rest.uniprot.org/uniprotkb/A0A1I9VYB7;https://rest.uniprot.org/uniprotkb/A0A1I9VYB8,A0A1I9VYB6;A0A1I9VYB7;A0A1I9VYB8,Dero-DRB MHC class II antigen DR beta chain
Dicentrarchus labrax,Dila,external_uniprot_label,46,46,https://rest.uniprot.org/uniprotkb/G9BBT9;https://rest.uniprot.org/uniprotkb/G9BBU0;https://rest.uniprot.org/uniprotkb/G9BBU1,G9BBT9;G9BBU0;G9BBU1,Dila-UA MHC class Ia antigen;Dila-DAA MHC class II alpha protein;Dila-DAB MHC class II antigen beta chain
Egernia stokesii,Egst,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A0A0K0N3L9,A0A0K0N3L9,Egst-UA MHC class I antigen
Egretta eulophotes,Egeu,external_uniprot_label,141,141,https://rest.uniprot.org/uniprotkb/A0A1W5S5Z2;https://rest.uniprot.org/uniprotkb/A0A1W5S975;https://rest.uniprot.org/uniprotkb/A0A059PXZ8,A0A1W5S5Z2;A0A1W5S975;A0A059PXZ8,Egeu-UAA MHC class I antigen;Egeu-UBA MHC class I antigen;Egeu-DRA MHC class II antigen alpha
Egretta eulophotes,Egue,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/E2J6C6;https://rest.uniprot.org/uniprotkb/E2J6C7,E2J6C6;E2J6C7,Egue-DAB2 MHC class II antigen beta
Egretta garzetta,Egga,external_uniprot_label,60,60,https://rest.uniprot.org/uniprotkb/E2J6A9;https://rest.uniprot.org/uniprotkb/E2J6B0;https://rest.uniprot.org/uniprotkb/E2J6D0,E2J6A9;E2J6B0;E2J6D0,Egga-DAB1 MHC class II antigen beta;Egga-DAB2 MHC class II antigen beta;Egga-DAB MHC class II antigen beta
Egretta sacra,Egsa,external_uniprot_label,21,21,https://rest.uniprot.org/uniprotkb/E2J6B1;https://rest.uniprot.org/uniprotkb/E2J6B2;https://rest.uniprot.org/uniprotkb/E2J6D2,E2J6B1;E2J6B2;E2J6D2,Egsa-DAB1 MHC class II antigen beta;Egsa-DAB2 MHC class II antigen beta;Egsa-DAB MHC class II antigen beta
Elanus caeruleus,Elca,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN2,A9LDN2,Elca-DRB MHC class II antigen beta
Emberiza cioides,Emci,external_uniprot_label,17,17,https://rest.uniprot.org/uniprotkb/A0A1D7YVK5;https://rest.uniprot.org/uniprotkb/A0A1D7YVL0;https://rest.uniprot.org/uniprotkb/A0A1D7YVL2,A0A1D7YVK5;A0A1D7YVL0;A0A1D7YVL2,Emci-DAB MHC class II antigen
Emberiza jankowskii,Emja,external_uniprot_label,30,30,https://rest.uniprot.org/uniprotkb/A0A1D7YVM6;https://rest.uniprot.org/uniprotkb/A0A1D7YVN6;https://rest.uniprot.org/uniprotkb/A0A1D7YVN7,A0A1D7YVM6;A0A1D7YVN6;A0A1D7YVN7,Emja-DAB MHC class II antigen
Epidalea calamita,Buca,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A0A0D4D8C3,A0A0D4D8C3,Buca-B5 MHC class II antigen beta
Epinephelus akaara,Epak,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/B2CC08;https://rest.uniprot.org/uniprotkb/B2CC09;https://rest.uniprot.org/uniprotkb/B2CC10,B2CC08;B2CC09;B2CC10,Epak-DAA MHC class II antigen beta chain
Epinephelus coioides,Epco,external_uniprot_label,276,276,https://rest.uniprot.org/uniprotkb/A0A193DVK8;https://rest.uniprot.org/uniprotkb/A0A193DVL4;https://rest.uniprot.org/uniprotkb/A0A193DVL5,A0A193DVK8;A0A193DVL4;A0A193DVL5,Epco-DBB MHC class II antigen beta subunit;Epco-DAA MHC class II antigen;Epco-DAB MHC class II antigen (MHC class II beta)
Erithacus rubecula,Erru,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/E2E2T3,E2E2T3,Erru-DAB1 MHC class II antigen beta
Espadarana prosoblepon,Espr,external_uniprot_label,12,12,https://rest.uniprot.org/uniprotkb/I6PNC2;https://rest.uniprot.org/uniprotkb/I6PNC3;https://rest.uniprot.org/uniprotkb/I6PNC4,I6PNC2;I6PNC3;I6PNC4,Espr-UA MHC class Ia alpha antigen
Eurillas virens,Anvi,external_uniprot_label,22,22,https://rest.uniprot.org/uniprotkb/Q30E80;https://rest.uniprot.org/uniprotkb/Q30E81;https://rest.uniprot.org/uniprotkb/Q30E82,Q30E80;Q30E81;Q30E82,Anvi-DAB1 MHC class II beta antigen
Falco biarmicus,Fabi,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDR2,A9LDR2,Fabi-DRB MHC class II antigen beta
Falco cherrug,Fach,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR13,I3ZR13,Fach-DAB MHC class II antigen beta
Falco columbarius,Facol,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR11,I3ZR11,Facol-DAB MHC class II antigen beta
Falco concolor,Facon,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR08,I3ZR08,Facon-DAB MHC class II antigen beta
Falco eleonorae,Fael,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/I3ZR05;https://rest.uniprot.org/uniprotkb/I3ZR07,I3ZR05;I3ZR07,Fael-DAB MHC class II antigen beta
Falco fasciinucha,Fafa,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR12,I3ZR12,Fafa-DAB MHC class II antigen beta
Falco femoralis,Fafe,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDR1,A9LDR1,Fafe-DRB MHC class II antigen beta
Falco naumanni,Fana,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDQ9,A9LDQ9,Fana-DRB MHC class II antigen beta
Falco peregrinus,Fape,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/A9LDQ8;https://rest.uniprot.org/uniprotkb/I3ZR06,A9LDQ8;I3ZR06,Fape-DRB MHC class II antigen beta;Fape-DAB MHC class II antigen beta
Falco rusticolus,Faru,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR10,I3ZR10,Faru-DAB MHC class II antigen beta
Falco subbuteo,Fasu,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I3ZR09,I3ZR09,Fasu-DAB MHC class II antigen beta
Falco tinnunculus,Fati,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDR0,A9LDR0,Fati-DRB MHC class II antigen beta
Fulica atra,Fuat,external_uniprot_label,267,267,https://rest.uniprot.org/uniprotkb/A0A0N7KC10;https://rest.uniprot.org/uniprotkb/A0A0P0UWC6;https://rest.uniprot.org/uniprotkb/W8E2U4,A0A0N7KC10;A0A0P0UWC6;W8E2U4,Fuat-DAB MHC class II antigen beta;Fuat-DAB MHC class II antigen B
Gadus morhua,gamr,external_uniprot_label,19,19,https://rest.uniprot.org/uniprotkb/O98272;https://rest.uniprot.org/uniprotkb/O98274;https://rest.uniprot.org/uniprotkb/O98203,O98272;O98274;O98203,gamr-UA-c28 MHC class I;gamr-UA-c32 MHC class I;gamr-UA-p2 MHC class I
Gallus gallus,GSP,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/Q6I6J9;https://rest.uniprot.org/uniprotkb/Q6I6K0,Q6I6J9;Q6I6K0,GSP-BLB1 Major histocompatibility complex class II B;GSP-BLB2 Major histocompatibility complex class II B
Gasterosteus aculeatus,Gaac,external_uniprot_label,16,16,https://rest.uniprot.org/uniprotkb/A3FFX9;https://rest.uniprot.org/uniprotkb/A3FFY0;https://rest.uniprot.org/uniprotkb/Q27IB5,A3FFX9;A3FFY0;Q27IB5,Gaac-UBA MHC class I antigen;Gaac-UAA MHC class I antigen;Gaac-UA MHC class I antigen alpha1/alpha2
Geothlypis trichas,Getr,external_uniprot_label,1164,1164,https://rest.uniprot.org/uniprotkb/A0A0D3RXH1;https://rest.uniprot.org/uniprotkb/A0A0D3RXH8;https://rest.uniprot.org/uniprotkb/A0A0D3RXI3,A0A0D3RXH1;A0A0D3RXH8;A0A0D3RXI3,Getr-DAB MHC class II beta antigen;Getr-DAB MHC class II antigen
Ginglymostoma cirratum,Gici,external_uniprot_label,6,4,https://rest.uniprot.org/uniprotkb/Q9MX69;https://rest.uniprot.org/uniprotkb/A0ABF7PPZ1;https://rest.uniprot.org/uniprotkb/Q9MX55,Q9MX69;A0ABF7PPZ1;Q9MX55,Gici-UAA01 MHC class I protein;Gici-UFA UFA MHC class I protein;Gici-DBA03 MHC class II protein alpha chain
Glaucidium passerinum,Glpa,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/B3F8U4;https://rest.uniprot.org/uniprotkb/B3F8U5,B3F8U4;B3F8U5,Glpa-DAB1 MHC class II antigen beta
Gobio gobio,Gogo,external_uniprot_label,40,32,https://rest.uniprot.org/uniprotkb/A0A0U3QRX5;https://rest.uniprot.org/uniprotkb/A0A0U3QRZ4;https://rest.uniprot.org/uniprotkb/A0A0U3YCM8,A0A0U3QRX5;A0A0U3QRZ4;A0A0U3YCM8,Gogo-DAB1 MHC class II antigen;Gogo-DAB3 MHC class II antigen
Gopherus polyphemus,Gopo,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/A0A1W5T2J0;https://rest.uniprot.org/uniprotkb/A0A1W5T2K1,A0A1W5T2J0;A0A1W5T2K1,Gopo-UAA MHC class I antigen heavy chain;Gopo-DAB MHC class II antigen beta chain
Gorsachius magnificus,Goma,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/E2J698;https://rest.uniprot.org/uniprotkb/E2J699;https://rest.uniprot.org/uniprotkb/E2J6C2,E2J698;E2J699;E2J6C2,Goma-DAB1 MHC class II antigen beta;Goma-DAB2 MHC class II antigen beta
Grus grus,Grgr,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/A0A0N7KC08;https://rest.uniprot.org/uniprotkb/A0A0P0UVZ6;https://rest.uniprot.org/uniprotkb/A0A0P0UW00,A0A0N7KC08;A0A0P0UVZ6;A0A0P0UW00,Grgr-DAB MHC class II antigen beta;Grgr-UA MHC class I antigen
Grus japonensis,Grja,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/A0A0P0UW77;https://rest.uniprot.org/uniprotkb/A0A0P0UW80;https://rest.uniprot.org/uniprotkb/A0A0P0UW96,A0A0P0UW77;A0A0P0UW80;A0A0P0UW96,Grja-DAB MHC class II antigen beta;Grja-DAB MHC class II antigen B
Grus monacha,Grmo,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/A0A0P0UVS1;https://rest.uniprot.org/uniprotkb/A0A0P0UVX3;https://rest.uniprot.org/uniprotkb/A0A0P0UWK5,A0A0P0UVS1;A0A0P0UVX3;A0A0P0UWK5,Grmo-DAB MHC class II antigen beta
Grus nigricollis,Grni,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/A0A0P0UVP3;https://rest.uniprot.org/uniprotkb/A0A0P0UWI5,A0A0P0UVP3;A0A0P0UWI5,Grni-DAB MHC class II antigen beta
Gypaetus barbatus,Gypa,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN3,A9LDN3,Gypa-DRB MHC class II antigen beta
Gyps africanus,Gyaf,external_uniprot_label,10,10,https://rest.uniprot.org/uniprotkb/A9LDN9;https://rest.uniprot.org/uniprotkb/A9LDP0;https://rest.uniprot.org/uniprotkb/A9LDP1,A9LDN9;A9LDP0;A9LDP1,Gyaf-DRB MHC class II antigen beta
Gyps coprotheres,Gyco,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A9LDP8;https://rest.uniprot.org/uniprotkb/A9LDP9;https://rest.uniprot.org/uniprotkb/A9LDQ0,A9LDP8;A9LDP9;A9LDQ0,Gyco-DRB MHC class II antigen beta
Haliaeetus albicilla,Haal,external_uniprot_label,27,27,https://rest.uniprot.org/uniprotkb/A0A3Q8TLJ6;https://rest.uniprot.org/uniprotkb/A0A3Q8TLJ9;https://rest.uniprot.org/uniprotkb/A0A3Q8TLK0,A0A3Q8TLJ6;A0A3Q8TLJ9;A0A3Q8TLK0,Haal-UA MHC class I antigen;Haal-DAB MHC class II antigen
Halobaena caerulea,Haca,external_uniprot_label,10,10,https://rest.uniprot.org/uniprotkb/F6LIC3;https://rest.uniprot.org/uniprotkb/F6LIC4;https://rest.uniprot.org/uniprotkb/F6LIC5,F6LIC3;F6LIC4;F6LIC5,Haca-UA MHC class I antigen;Haca-DAB MHC class II antigen
Harpyhaliaetus coronatus,Haco,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN4,A9LDN4,Haco-DRB MHC class II antigen beta
Hieraaetus pennatus,Hipe,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN5,A9LDN5,Hipe-DRB MHC class II antigen beta
Hippocampus abdominalis,Hiab,external_uniprot_label,51,51,https://rest.uniprot.org/uniprotkb/A0A0A7TWB0;https://rest.uniprot.org/uniprotkb/A0A0A7TWB4;https://rest.uniprot.org/uniprotkb/A0A0A7TWB9,A0A0A7TWB0;A0A0A7TWB4;A0A0A7TWB9,Hiab-DAA MHC class II antigen alpha chain;Hiab-DAB MHC class II beta chain;Hiab-DAB MHC class II antigen beta-chain (MHC class II beta chain)
Hippocampus erectus,Hier,external_uniprot_label,19,19,https://rest.uniprot.org/uniprotkb/A0A1B3IPW4;https://rest.uniprot.org/uniprotkb/A0A1B3IPW5;https://rest.uniprot.org/uniprotkb/A0A1B3IPX9,A0A1B3IPW4;A0A1B3IPW5;A0A1B3IPX9,Hier-DAB MHC class II antigen beta chain;Hier-DAA MHC class II antigen alpha chain
Hippolais icterina,Hiic,external_uniprot_label,35,35,https://rest.uniprot.org/uniprotkb/A0A0S2MYW4;https://rest.uniprot.org/uniprotkb/A0A0S2MYW9;https://rest.uniprot.org/uniprotkb/A0A0S2MYX0,A0A0S2MYW4;A0A0S2MYW9;A0A0S2MYX0,Hiic-UA MHC class I antigen
Hybognathus amarus,Hyam,external_uniprot_label,80,80,https://rest.uniprot.org/uniprotkb/A0A1L2M116;https://rest.uniprot.org/uniprotkb/A0A1L2M126;https://rest.uniprot.org/uniprotkb/A0A1L2M128,A0A1L2M116;A0A1L2M126;A0A1L2M128,Hyam_DAB1 MHC class II antigen beta chain;Hyam_DAB3 MHC class II antigen beta chain;Hyam-DAB1 MHC class II antigen beta chain
Hypophthalmichthys molitrix,Hymo,external_uniprot_label,47,47,https://rest.uniprot.org/uniprotkb/A0A193PJZ3;https://rest.uniprot.org/uniprotkb/A0A193PK48;https://rest.uniprot.org/uniprotkb/A0A193PKI0,A0A193PJZ3;A0A193PK48;A0A193PKI0,Hymo-DAB MHC class II beta chain;Hymo-UA MHC class I antigen
Ichthyosaura alpestris,Meal,external_uniprot_label,30,30,https://rest.uniprot.org/uniprotkb/B1PXH2;https://rest.uniprot.org/uniprotkb/B1PXH3;https://rest.uniprot.org/uniprotkb/B1PXH4,B1PXH2;B1PXH3;B1PXH4,Meal-DAB MHC class II antigen
Iconisemion striatum,ORLA,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/A0A1A7XA08;https://rest.uniprot.org/uniprotkb/A0A1A7Z4E2,A0A1A7XA08;A0A1A7Z4E2,ORLA-UAA Mhc class I A
Ictalurus punctatus,Icpu,external_uniprot_label,9,9,https://rest.uniprot.org/uniprotkb/O62894;https://rest.uniprot.org/uniprotkb/O62895;https://rest.uniprot.org/uniprotkb/O62896,O62894;O62895;O62896,Icpu-UBA MHC class I alpha chain;Icpu-UAA MHC class I alpha chain;IcpuDAA1 MHC class II antigen
Iguana iguana,Igig,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/B3UZZ3;https://rest.uniprot.org/uniprotkb/B3UZZ4;https://rest.uniprot.org/uniprotkb/B3UZZ5,B3UZZ3;B3UZZ4;B3UZZ5,Igig-UB MHC class I antigen
Ixobrychus cinnamomeus,Ixci,external_uniprot_label,41,41,https://rest.uniprot.org/uniprotkb/E2J649;https://rest.uniprot.org/uniprotkb/E2J650;https://rest.uniprot.org/uniprotkb/E2J651,E2J649;E2J650;E2J651,Ixci-DAB MHC class II antigen beta
Ixobrychus flavicollis,Ixfl,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/E2J6A0;https://rest.uniprot.org/uniprotkb/E2J6A1;https://rest.uniprot.org/uniprotkb/E2J6C4,E2J6A0;E2J6A1;E2J6C4,Ixfl-DAB1 MHC class II antigen beta;Ixfl-DAB2 MHC class II antigen beta
Kareius bicoloratus,Kabi,external_uniprot_label,36,36,https://rest.uniprot.org/uniprotkb/F8QMU6;https://rest.uniprot.org/uniprotkb/F8QMU7;https://rest.uniprot.org/uniprotkb/K9URZ0,F8QMU6;F8QMU7;K9URZ0,Kabi-DAB MHC class II antigen beta;Kabi-DAB MHC class II antigen;Kabi-DAB Kabi-DRB2 MHC class II antigen (MHC class II beta chain)
Labeobarbus intermedius,Bain,external_uniprot_label,19,19,https://rest.uniprot.org/uniprotkb/Q9MXA4;https://rest.uniprot.org/uniprotkb/Q9MXA5;https://rest.uniprot.org/uniprotkb/Q9MXA6,Q9MXA4;Q9MXA5;Q9MXA6,Bain-UA*F06 MHC class I antigen;Bain-UA*F04 MHC class I antigen;Bain-UA*F02 MHC class I antigen
Labeobarbus intermedius,baic,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/Q5K4Z4;https://rest.uniprot.org/uniprotkb/Q70XU4;https://rest.uniprot.org/uniprotkb/Q70XU5,Q5K4Z4;Q70XU4;Q70XU5,baic-UA*0102 MHC class I antigen;baic-UA*0101 MHC class I antigen
Labeobarbus intermedius,bain,external_uniprot_label,9,9,https://rest.uniprot.org/uniprotkb/Q70XT5;https://rest.uniprot.org/uniprotkb/Q70XT6;https://rest.uniprot.org/uniprotkb/Q70XT7,Q70XT5;Q70XT6;Q70XT7,bain-DAA*0401 MHC class II antigen;bain-DAA*0301 MHC class II antigen;bain-DAA*0201 MHC class II antigen
Labeobarbus intermedius,batr,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/Q5K530,Q5K530,batr-UA*0108 MHC class I antigen
Labeobarbus intermedius,bats,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/Q5K529,Q5K529,bats-UA*0101 MHC class I antigen
Ladigesocypris ghigii,Lagh,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/E3U3B4;https://rest.uniprot.org/uniprotkb/E3U3B5;https://rest.uniprot.org/uniprotkb/E3U3B6,E3U3B4;E3U3B5;E3U3B6,Lagh-UAA MHC class I antigen;Lagh-DAB1 MHC class II antigen
Lagopus scotica,Lala,external_uniprot_label,30,30,https://rest.uniprot.org/uniprotkb/A0A159AJS9;https://rest.uniprot.org/uniprotkb/A0A159AJU1;https://rest.uniprot.org/uniprotkb/A0A159AJU4,A0A159AJS9;A0A159AJU1;A0A159AJU4,Lala-BLB1 MHC class II antigen;Lala-BLB2 MHC class II antigen;Lala-BLB3 MHC class II antigen
Lanius collaris,Laco,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/A0A0S2MZT4;https://rest.uniprot.org/uniprotkb/A0A0S2MZT5;https://rest.uniprot.org/uniprotkb/A0A0S2MZU6,A0A0S2MZT4;A0A0S2MZT5;A0A0S2MZU6,Laco-UA MHC class I antigen
Lanius senator,Lase,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/E2E2T4;https://rest.uniprot.org/uniprotkb/E2E2T6,E2E2T4;E2E2T6,Lase-DAB1 MHC class II antigen beta;Lase-DAB2 MHC class II antigen beta
Larimichthys crocea,Pscr,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/B1NNU4;https://rest.uniprot.org/uniprotkb/B1NNU5;https://rest.uniprot.org/uniprotkb/B1NNU3,B1NNU4;B1NNU5;B1NNU3,Pscr-DAA MHC class II antigen alpha chain;Pscr-DAB MHC class II antigen beta chain
Leiocassis longirostris,Lelo,external_uniprot_label,26,15,https://rest.uniprot.org/uniprotkb/D5FL40;https://rest.uniprot.org/uniprotkb/D5FL41;https://rest.uniprot.org/uniprotkb/D5FL42,D5FL40;D5FL41;D5FL42,Lelo-DAB MHC class II beta chain;Lelo-DAA MHC class II antigen
Leucogeranus leucogeranus,Grle,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0N7KC04;https://rest.uniprot.org/uniprotkb/A0A0P0UVM7;https://rest.uniprot.org/uniprotkb/A0A0P0UVV6,A0A0N7KC04;A0A0P0UVM7;A0A0P0UVV6,Grle-DAB MHC class II antigen beta
Limosa limosa,Lili,external_uniprot_label,47,47,https://rest.uniprot.org/uniprotkb/A0A1Y0JX04;https://rest.uniprot.org/uniprotkb/A0A1Y0JX07;https://rest.uniprot.org/uniprotkb/A0A1Y0JX16,A0A1Y0JX04;A0A1Y0JX07;A0A1Y0JX16,Lili-UA MHC class I antigen
Lissotriton vulgaris,Limv,external_uniprot_label,22,22,https://rest.uniprot.org/uniprotkb/A0A6M9U035;https://rest.uniprot.org/uniprotkb/A0A6M9U050;https://rest.uniprot.org/uniprotkb/A0A6M9U060,A0A6M9U035;A0A6M9U050;A0A6M9U060,Limv-U MHC class I alpha chain;Limv-U MHC class I alpha chain non-classical;Limv-DNB MHC class II beta chain
Lithobates clamitans,Licl,external_uniprot_label,16,16,https://rest.uniprot.org/uniprotkb/I6PNC7;https://rest.uniprot.org/uniprotkb/I6PNC8;https://rest.uniprot.org/uniprotkb/I6PNC9,I6PNC7;I6PNC8;I6PNC9,Licl-UA MHC class Ia alpha antigen
Lithobates yavapaiensis,Liya,external_uniprot_label,9,9,https://rest.uniprot.org/uniprotkb/I6PND1;https://rest.uniprot.org/uniprotkb/I6PND2;https://rest.uniprot.org/uniprotkb/I6PRN7,I6PND1;I6PND2;I6PRN7,Liya-UA MHC class Ia alpha antigen
Luscinia svecica,Lusv,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A0A0S2MZR9,A0A0S2MZR9,Lusv-UA MHC class I antigen
Lyrurus tetrix,Tete,external_uniprot_label,9,9,https://rest.uniprot.org/uniprotkb/X2JFU1;https://rest.uniprot.org/uniprotkb/X2JFU5;https://rest.uniprot.org/uniprotkb/X2JI41,X2JFU1;X2JFU5;X2JI41,Tete-BLB2 MHC class II antigen B
Mecistops cataphractus,Meca,external_uniprot_label,8,8,https://rest.uniprot.org/uniprotkb/V9HXX1;https://rest.uniprot.org/uniprotkb/V9HXX2;https://rest.uniprot.org/uniprotkb/V9HY17,V9HXX1;V9HXX2;V9HY17,Meca-DB03 MHC class II antigen;Meca-DB08 MHC class II antigen;Meca-DB04 MHC class II antigen
Megalobrama amblycephala,Meam,external_uniprot_label,43,43,https://rest.uniprot.org/uniprotkb/F6JYA9;https://rest.uniprot.org/uniprotkb/F6JYB0;https://rest.uniprot.org/uniprotkb/F6JYB1,F6JYA9;F6JYB0;F6JYB1,Meam-UAA Meam-UA MHC class I alpha chain (MHC class I antigen);Meam-UBA MHC class I antigen;Meam-UAA MHC class I antigen
Meleagris gallopavo,MHC,external_uniprot_label,10,10,https://rest.uniprot.org/uniprotkb/D7PC00;https://rest.uniprot.org/uniprotkb/D7PC01;https://rest.uniprot.org/uniprotkb/D7PC02,D7PC00;D7PC01;D7PC02,MHC-B MHC class II antigen beta chain 1;MHC-B MHC class II antigen beta chain 2;MHC-B MHC class II antigen beta chain 3
Melospiza melodia,Sosp,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/A0A4P8DLY1;https://rest.uniprot.org/uniprotkb/A0A5J6CAR3;https://rest.uniprot.org/uniprotkb/A0A5J6CBZ5,A0A4P8DLY1;A0A5J6CAR3;A0A5J6CBZ5,Sosp-DAB MHC class II antigen
Miichthys miiuy,Mimi,external_uniprot_label,67,67,https://rest.uniprot.org/uniprotkb/D6PAH3;https://rest.uniprot.org/uniprotkb/D6PAH4;https://rest.uniprot.org/uniprotkb/M9UTQ7,D6PAH3;D6PAH4;M9UTQ7,Mimi-DAA MHC class II antigen alpha chain;Mimi-DAB MHC class II antigen beta chain
