uniprot_accession,species,legacy_prefix,legacy_gene,source_gene_names,source_protein_name,label_classification,primary_reference,source_kind,source_url,uniprot_entry_version,uniprot_last_modified,uniprot_release,uniprot_release_date,retrieved_on
I3V6S0,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S1,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S2,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S3,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S4,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S5,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S6,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S7,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S8,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6S9,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6S9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T0,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T1,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T2,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T3,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T4,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T5,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T6,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T7,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T8,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6T9,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6T9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U0,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U1,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U2,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U3,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U4,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U5,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U6,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U7,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U8,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6U9,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6U9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6V0,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6V0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6V1,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6V1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6V2,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6V2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6V3,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6V3,25,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6V4,Peromyscus maniculatus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6V4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
A0ABK0L3Q2,Rattus norvegicus,H2,H2-M10.3,RT1-M10-ps4 H2-M10.3,Ig-like domain-containing protein,foreign_nomenclature_not_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0ABK0L3Q2,3,2026-06-10,2026_02,10-June-2026,2026-08-31
